player_name,career_total_runs,playing_role,batting_style,bowling_style,player_id,field_pos,player_image,full_name,country,date_of_birth,total_runs_test,matches_test,batting_average_test,strike_rate_test,centuries_test,half_centuries_test,wickets_test,economy_test,bowling_average_test,total_runs_odi,matches_odi,batting_average_odi,strike_rate_odi,centuries_odi,half_centuries_odi,wickets_odi,economy_odi,bowling_average_odi,total_runs_t20i,matches_t20i,batting_average_t20i,strike_rate_t20i,centuries_t20i,half_centuries_t20i,wickets_t20i,economy_t20i,bowling_average_t20i,career_total_runs2,career_total_wickets,catches,stumpings,formats_played,played_since_year
Abhishek Mohan Nayar,,,Left hand Bat,Right arm Medium,11990, ,,Player_596,Australia,27-06-2019,2056,78,32.8,138.16,46,20,326,5.67,46.2,10860,163,21.7,78.22,14,0,266,6.51,21.53,14703,338,12.6,96.61,42,57,23,4.98,31.65,27619,615,473,36,ODI,2010
Manvinder Sultansingh Bisla,,,Right hand Bat, ,14505,Wicketkeeper,,Player_597,Ireland,24-02-1980,6917,342,32.17,123.13,4,75,107,6.23,29.21,12906,55,14.22,73.33,4,16,332,6.26,25.66,6194,11,25.02,70.89,3,33,470,8.32,28.71,26017,909,398,42,"ODI,Test",2003
Vangipurappu Venkata Sai Laxman,,,Right hand Bat,Right arm Offbreak,12009, ,,Player_598,Afghanistan,04-12-2000,3144,343,40.11,119.73,25,28,161,2.28,20.66,12129,110,22.96,123.41,5,8,779,3.1,25.08,3969,51,36.36,144.76,20,94,200,2.31,36.1,19242,1140,360,24,"ODI,Test,T20I",2003
Dwaine Pretorius,,,Right hand Bat,Right arm Medium fast,6795, ,,Player_599,Australia,03-06-2007,10462,172,39.57,125.26,19,32,451,7.11,41.19,2956,217,10.95,53.08,37,83,449,6.73,49.58,13454,128,33.28,138.23,42,92,130,5.45,43.04,26872,1030,269,40,"T20I,ODI,Test",2014
Vijay Hari Zol,,,Left hand Bat,Right arm Offbreak,38322, ,,Player_600,South Africa,06-12-2016,9631,68,50.33,96.51,5,61,205,2.65,27.97,8077,239,11.79,111.75,2,44,564,4.52,27.79,3490,134,59.98,74.44,8,42,633,5.06,18.74,21198,1402,406,34,"Test,ODI,T20I",2002
Vikrant Shyam Yeligati,,,Right hand Bat,Right arm Offbreak,12093, ,,Player_601,South Africa,24-06-1989,552,86,33.82,137.42,5,14,589,5.48,43.05,3722,20,55.74,126.07,47,95,610,2.42,22.08,9763,144,29.44,59.56,6,10,355,7.18,49.02,14037,1554,123,28,"T20I,ODI",2023
Jhye Avon Richardson,,,Right hand Bat,Right arm Fast,5408, ,,Player_602,New Zealand,10-11-2010,8907,100,59.81,70.34,49,1,15,4.34,32.16,12059,140,27.6,98.07,11,65,246,9.59,35.46,1523,126,29.35,94.07,15,32,149,9.73,43.92,22489,410,181,40,"Test,T20I",2018
Devdutt Padikkal,,,Left hand Bat,Right arm Offbreak,4071, ,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026,Player_603,England,12-04-1982,5383,7,12.97,62.74,17,51,326,6.36,33.53,10025,264,30.54,143.16,35,31,35,7.13,45.45,8053,225,35.18,117.64,22,57,525,6.08,42.04,23461,886,375,28,"T20I,Test",2020
Amit Gajanan Paunikar,,,Right hand Bat, ,15507,Wicketkeeper,,Player_604,West Indies,01-07-2014,3911,332,10.16,78.55,3,43,607,3.07,42.89,5087,138,10.92,120.79,32,44,400,9.02,39.7,987,70,19.52,67.54,22,45,303,9.9,42.33,9985,1310,391,11,"ODI,T20I",2001
Luke Ronchi,,,Right hand Bat, ,11985,Wicketkeeper,,Player_605,India,10-02-2010,9905,199,42.01,103.16,16,53,658,7.53,30.24,10338,69,23.53,124.79,35,8,27,7.41,27.47,11430,272,53.82,101.32,30,60,540,4.42,30.45,31673,1225,181,34,"T20I,Test,ODI",2005
Ranadeb Ranjit Bose,,,Right hand Bat,Right arm Fast medium,13402, ,,Player_607,Pakistan,20-02-2019,3389,42,22.02,132.06,13,2,9,3.31,30.04,2170,117,40.77,127.73,30,83,405,6.1,40.88,6403,2,19.61,139.06,5,0,463,3.33,30.38,11962,877,211,16,"T20I,ODI,Test",2023
Ravindranath Rampaul,,,Left hand Bat,Right arm Fast medium,36213, ,,Player_608,India,19-02-2019,9299,384,25.59,90.46,12,6,433,2.83,29.75,3391,197,47.69,133.21,20,37,613,7.41,41.3,5321,284,49.67,92.96,0,20,239,5.16,46.76,18011,1285,383,11,"Test,T20I",2007
Aakash Chopra,,,Right hand Bat,"Right arm Medium, Right arm Offbreak",12535, ,,Player_609,Sri Lanka,31-03-2009,13629,108,22.8,98.43,6,42,124,3.16,34.83,6942,204,32.36,86.13,26,59,774,9.68,39.33,3845,21,11.72,103.38,47,61,481,4.53,23.67,24416,1379,435,49,"ODI,Test,T20I",2016
Rahul Sharad Dravid,,,Right hand Bat,Right arm Offbreak,11930,Occasional Wicketkeeper,,Player_610,Bangladesh,18-07-2018,12398,151,11.54,51.34,43,81,80,9.02,43.88,1616,213,25.49,71.34,26,0,270,4.03,45.87,13496,165,59.13,145.53,27,63,454,2.78,27.36,27510,804,133,35,ODI,2004
Chetanya Nanda,,,Right hand Bat,Legbreak,13973, ,,Player_611,Pakistan,29-04-2003,8442,16,58.58,90.97,14,37,484,6.23,29.58,13806,55,34.14,88.51,7,4,735,9,45.84,6301,309,53.26,79.97,17,86,282,5.46,35.64,28549,1501,352,9,"T20I,ODI,Test",2001
Abdul Samad Farooq,,,Right hand Bat,Legbreak,4099, ,https://www.espncricinfo.com/cricketers/abdul-samad-1175485,Player_612,Pakistan,09-10-1999,2430,132,21.04,114.78,18,36,651,5.74,34.78,14792,286,26.15,123.96,36,62,650,9.39,36.53,11885,362,38.98,78.9,23,72,334,4.7,28.21,29107,1635,411,17,Test,2011
Liam Stephen Livingstone,,,Right hand Bat,"Right arm Offbreak, Legbreak",3284, ,,Player_613,New Zealand,23-01-1989,10246,147,46.7,51.55,42,57,149,2.85,39.46,12809,292,51.95,91.76,31,98,791,7.36,31.76,98,245,15.56,129.96,12,55,351,2.98,31.58,23153,1291,177,29,"ODI,Test",2004
Hrithik Rakesh Shokeen,,,Right hand Bat,Right arm Offbreak,7365, ,,Player_614,Zimbabwe,13-01-1989,458,276,48.13,78.09,46,32,799,7.2,26.62,14855,174,24.88,123.67,25,35,510,9.45,38.53,2288,233,20.76,77.75,32,0,667,4.37,33.76,17601,1976,165,7,"Test,ODI,T20I",2009
Yash Dayal,,,Right hand Bat,Left arm Medium fast,7172, ,https://www.espncricinfo.com/cricketers/yash-dayal-1159720,Player_615,England,28-05-1998,13395,231,56.46,70.8,43,58,339,8.94,26.88,9108,346,42.99,61.36,1,64,285,5.18,44.18,9706,324,23.97,133.19,9,20,648,9.09,45.4,32209,1272,413,40,"T20I,Test,ODI",2008
Karanveer Singh,,,Right hand Bat,Legbreak Googly,38691, ,,Player_616,Zimbabwe,06-10-1999,207,313,11.53,54.2,34,94,128,8.63,47.87,13004,369,16.85,130.6,11,77,453,9.62,18.18,4297,157,22.05,59.55,6,21,326,4.42,34.74,17508,907,493,12,"ODI,T20I,Test",2019
Chandan Madan,,,Right hand Bat, ,15472,Wicketkeeper,,Player_617,New Zealand,16-04-2001,899,365,53.6,97.93,16,10,437,7.01,41.15,6458,127,44.34,75.32,21,72,761,7.62,49.74,8825,150,34.88,61.13,36,53,335,7.71,29.6,16182,1533,490,30,"T20I,ODI,Test",2007
Yuzvendra Singh Chahal,,,Right hand Bat,Legbreak Googly,10, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Yuzvendra%20Chahal.png,Player_618,Sri Lanka,23-01-1990,11653,227,36.36,68.17,34,67,750,2.6,36.47,2756,377,55.66,74.89,16,93,316,2.34,23.85,7796,212,57.23,140.13,31,3,665,6.9,25.93,22205,1731,336,5,"T20I,ODI",2000
Jerome Everton Taylor,,,Right hand Bat,Right arm Fast,16382, ,,Player_619,Ireland,12-05-1988,11577,138,41.63,124.31,18,81,500,2.9,38.73,6853,324,40.43,109.04,6,23,589,9.25,33.05,7263,375,32.21,104.08,44,64,80,5.42,31.08,25693,1169,328,6,ODI,2023
Wasim Jaffer,,,Right hand Bat,Right arm Offbreak,11931, ,,Player_620,Afghanistan,02-03-2017,21,398,42.22,134.79,19,67,57,2.39,18.94,7709,291,37.99,57.01,42,3,296,5.88,45.9,13033,217,43.08,121.88,21,50,86,3.91,34.5,20763,439,475,20,T20I,2005
Moises Constantino Henriques,,,Right hand Bat,Right arm Fast medium,14, ,,Player_621,Afghanistan,27-10-2001,8601,210,50.99,104.56,35,97,197,4.06,37.78,1936,287,58.06,52.63,3,77,337,5.68,25.2,12777,245,44.43,72.53,15,73,775,4.95,41.88,23314,1309,437,37,"ODI,T20I,Test",2023
Balachandra Akhil,,,Right hand Bat,Right arm Medium fast,11936, ,,Player_622,England,13-11-1985,894,390,26.67,148.17,34,92,210,3.09,34.3,12234,225,41.37,76.1,36,88,306,6.53,33.26,8770,302,53.58,66.63,23,62,257,6.74,21.87,21898,773,326,42,"Test,ODI",2021
Matthew James Henry,,,Right hand Bat,Right arm Fast medium,1120, ,,Player_623,Sri Lanka,04-04-1994,514,27,46.65,95.05,31,87,44,4.08,35.46,3091,63,22.98,103.81,37,67,427,3.2,22.24,3959,275,11.69,133.5,13,14,184,4.81,25.09,7564,655,45,48,Test,2010
Kuldeep Yadav,,,Left hand Bat,Left arm Wrist spin,64, ,https://www.espncricinfo.com/cricketers/kuldeep-yadav-559235,Player_624,England,07-01-2006,7294,50,36.43,101.34,47,21,96,5.08,29.5,12847,47,24.62,140.76,31,24,350,5.75,30.64,7385,150,30.22,85.86,10,35,691,3.72,30.15,27526,1137,155,27,ODI,2002
Virender Sehwag,,,Right hand Bat,Right arm Offbreak,11975, ,,Player_625,Australia,02-03-2011,4904,260,49.67,148.92,43,65,278,9.54,20.61,968,201,45.27,134.64,10,73,510,8.65,23.67,14862,195,49.24,95.5,18,28,697,2.93,29.53,20734,1485,400,43,Test,2014
Pragyan Prayash Ojha,,,Left hand Bat,Slow Left arm Orthodox,12017, ,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322694.1.png",Player_626,Zimbabwe,13-12-1986,7867,260,59.53,73.15,39,43,534,6.88,24.19,7297,336,46.77,99.04,0,98,524,2.12,29.64,8464,20,50.74,52.8,22,51,122,9.04,30.54,23628,1180,487,20,ODI,2010
Navdeep Amarjeet Saini,,,Right hand Bat,Right arm Fast,8356, ,,Player_627,Afghanistan,02-05-2013,13161,349,20.03,144.25,23,5,409,8.68,48.42,11556,59,25.17,53.71,24,6,491,4.18,29.95,5338,256,56.37,88.59,33,45,95,5.52,43.39,30055,995,431,20,T20I,2023
Makhaya Ntini,,,Right hand Bat,Right arm Fast,12345, ,,Player_628,Pakistan,13-06-1992,4109,351,59.73,54.28,16,41,460,7.68,31.08,3203,396,27.27,103.53,41,12,593,2.02,49.78,4881,398,45.14,127.04,39,68,604,7,28.37,12193,1657,427,23,Test,2004
Naman Vinaykumar Ojha,,,Right hand Bat, ,18,Wicketkeeper,,Player_629,Zimbabwe,21-05-1995,13258,7,14.49,94.64,6,24,390,2.9,32.93,6499,256,59.55,120.48,23,67,8,5.33,49.83,3954,16,22.26,132.13,12,28,514,5.92,34.06,23711,912,235,26,"ODI,Test",2015
Richard Ernst Levi,,,Right hand Bat,Right arm Medium,34272, ,,Player_630,West Indies,17-11-2002,7179,319,10.12,57,42,56,43,7.89,19.69,5173,64,15.1,83.92,42,42,496,7.83,21.67,3927,50,35.28,119.88,38,46,442,8.98,37.97,16279,981,315,26,"ODI,Test,T20I",2020
Ryan McLaren,,,Left hand Bat,Right arm Medium fast,14478, ,,Player_631,Bangladesh,20-02-2014,10326,137,12.21,122.92,49,84,26,4.2,19.2,889,238,30.23,61.11,16,56,724,8.39,41.23,8644,269,11.62,119.22,43,90,513,6.38,25.43,19859,1263,59,12,Test,2006
Nayan Dilip Doshi,,,Right hand Bat,Slow Left arm Orthodox,15745, ,,Player_632,Sri Lanka,07-02-1998,11787,37,27.09,110.84,0,54,793,7.11,40.95,8984,288,13.12,77.86,7,35,559,9.56,19.66,9367,314,42.35,100.62,27,24,370,5.85,41,30138,1722,4,49,"Test,T20I",2005
Nitish Rana,,,Left hand Bat,"Right arm Medium, Right arm Offbreak, Legbreak",26, ,https://www.espncricinfo.com/cricketers/nitish-rana-604527,Player_633,India,14-09-1993,11148,110,41.65,120.66,34,15,96,4.73,35.22,11650,37,51.05,127.16,44,13,560,6.87,18.97,14682,82,37.71,103.83,39,79,304,9.4,35.51,37480,960,452,28,"T20I,Test",2008
Rajesh Vithal Pawar,,,Left hand Bat,Slow Left arm Orthodox,12795, ,,Player_634,England,02-04-1982,1560,367,13.45,87.45,31,94,547,9.98,34.28,14600,24,14.62,85.12,26,81,439,4.04,21.37,4911,305,43.34,124.26,15,15,356,7.76,32.3,21071,1342,461,38,"ODI,T20I,Test",2006
Yash Ravisingh Thakur,,,Right hand Bat,Right arm Fast medium,8425, ,,Player_635,Zimbabwe,01-08-1982,13612,219,10.28,86.95,35,13,620,4.11,25.78,9173,58,43.7,131.2,17,71,551,9.39,48.9,413,123,56.51,74.73,49,99,147,2.89,43.91,23198,1318,453,27,"ODI,T20I,Test",2002
Shane Michael Harwood,,,Right hand Bat,Right arm Fast medium,13698, ,,Player_636,Bangladesh,14-02-2019,1266,336,56.85,54.53,12,38,566,4.23,41.83,7382,356,12.82,81.95,26,95,791,8.2,48.11,1550,289,44.36,73.15,27,88,284,3.42,25.79,10198,1641,390,36,Test,2010
Christopher Henry Gayle,,,Left hand Bat,Right arm Offbreak,1, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Chris%20Gayle.png,Player_637,Zimbabwe,02-11-1996,10361,222,51.1,84.99,5,27,703,9.45,23.38,3531,382,43.64,66.36,21,26,737,6.6,24.21,4526,261,26.02,144.99,3,40,656,8.3,46.26,18418,2096,180,28,"ODI,Test,T20I",2011
Shanthakumaran Sreesanth,,,Right hand Bat,Right arm Fast medium,11962, ,,Player_638,India,12-02-1992,3638,135,50.46,142.93,13,95,218,2.2,24.08,11721,296,52.15,93.58,15,36,107,7.57,23.17,14714,364,19.94,52.77,27,64,261,8.69,35.95,30073,586,144,47,"T20I,Test,ODI",2020
Ashok Lakshminarayan Menaria,,,Left hand Bat,Slow Left arm Orthodox,15807, ,,Player_639,Bangladesh,19-07-2004,8941,255,54.22,87.92,36,91,184,7.57,32.74,801,157,29.94,95.23,1,86,244,9.39,25.7,7141,48,52.73,63.95,11,68,573,6.36,37.49,16883,1001,314,21,"ODI,Test",2024
KM Asif,,,Right hand Bat,Right arm Medium,2023, ,,Player_640,West Indies,07-01-1986,3427,359,45,133.14,47,50,68,7.8,27.16,8234,56,36.11,51.61,4,70,254,7.7,34.5,13182,5,19.72,107.03,15,19,490,6.44,46,24843,812,264,35,"T20I,ODI",2010
Nicholas Pooran,,,Left hand Bat,Right arm Offbreak,2766,Wicketkeeper,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Nicholas%20Pooran.png,Player_641,India,26-01-2011,4780,328,15.22,134.23,14,48,129,8.69,25.92,13897,47,30.08,61.7,17,75,32,4.95,36.23,6571,116,18.08,123.78,48,68,737,7.06,44.16,25248,898,222,29,"Test,T20I",2001
Mayank J Dagar,,,Right hand Bat,Slow Left arm Orthodox,8953, ,,Player_642,New Zealand,13-08-1991,1927,48,29.96,87.32,46,8,566,9.8,38.65,3349,327,25.02,68.49,2,24,22,7.7,25.09,1946,117,20.33,103.79,35,35,30,5.51,37.25,7222,618,405,27,T20I,2000
Madagamagamage Dasun Shanaka,,,Right hand Bat,Right arm Medium,9748, ,,Player_643,South Africa,12-02-1990,11996,291,46.16,113.2,3,57,608,9.8,38.83,8005,55,50.16,61.36,26,66,565,2.32,42.21,5203,262,35.44,85.51,19,92,701,7.44,42.1,25204,1874,300,22,T20I,2023
Francois du Plessis,,,Right hand Bat,Legbreak,267, ,https://ipl-stats-sports-mechanic.s3.ap-south-1.amazonaws.com/ipl/playerimages/Faf%20Du%20Plessis.png,Player_644,New Zealand,14-06-1989,11894,381,24.02,59.54,39,44,598,2.52,44.38,9969,64,23.6,84.15,16,89,48,5.09,27.91,191,352,16.21,147.8,25,97,267,2.87,31.87,22054,913,456,32,"Test,T20I,ODI",2023
Yashpal Singh,,,Right hand Bat,Right arm Medium,13320, ,,Player_645,Afghanistan,06-12-2004,2356,323,44.37,60.37,15,21,630,8.57,31.37,3201,267,46.15,146.46,15,3,461,5.25,47.51,40,373,56.91,120.39,25,57,11,9.69,35.52,5597,1102,442,3,"ODI,Test,T20I",2001
Jesse Daniel Ryder,,,Left hand Bat,Right arm Medium,13228, ,,Player_646,Zimbabwe,11-12-2017,4790,77,11.22,54.87,27,31,719,7.17,20.34,349,68,20.31,100.92,5,99,589,3.33,39.02,14175,128,58.31,133.14,21,47,190,8,19.99,19314,1498,335,2,Test,2013
Samuel Matthew Curran,,,Left hand Bat,Left arm Medium fast,2768, ,,Player_647,South Africa,01-08-1983,10527,104,25.31,108.1,15,68,333,7.18,26.76,9759,215,22.49,112.76,6,78,335,2.18,31.96,10051,396,58.69,54.02,8,81,399,7.05,20.88,30337,1067,483,31,Test,2012
Murali Vijay,,,Right hand Bat,Right arm Offbreak,1630, ,,Player_648,New Zealand,09-06-1991,306,168,37.46,92.61,3,86,153,3.03,49.36,9321,389,26.82,85.64,49,95,357,3.07,43.28,5892,170,11.96,73.59,4,1,536,4.53,44.54,15519,1046,481,3,"ODI,Test",2023
Senanayake Mudiyanselage Sachithra Madhushanka Senanayake,,,Right hand Bat,Right arm Offbreak,36227, ,,Player_649,South Africa,01-11-2003,7979,216,41.6,104.8,44,68,546,7.2,37.08,11151,88,39.46,82.35,13,92,121,7.24,44.17,9524,26,57.31,87.42,16,79,90,3.29,19.91,28654,757,236,0,Test,2004
Colin Munro,,,Left hand Bat,Right arm Medium fast,1398, ,,Player_650,Ireland,08-09-2007,3665,377,38.85,102.11,25,41,78,9.86,40.71,11979,280,32.72,52.31,37,73,443,8.42,27.3,3449,198,59.87,68.26,48,28,599,5.27,23.42,19093,1120,12,11,ODI,2001
Gagandeep Singh,,,Right hand Bat,Right arm Medium fast,12314, ,,Player_651,Zimbabwe,05-10-1998,10181,118,44.89,85.02,27,52,578,9.29,18.24,14336,256,47.26,100.03,39,84,358,9.91,28.87,8327,371,57.12,57.29,33,96,500,7.29,43.47,32844,1436,338,12,"T20I,Test,ODI",2022
Sachin Rana,,,Right hand Bat,Right arm Medium fast,34058, ,,Player_652,South Africa,10-07-1996,7057,189,10.3,117.75,31,95,412,5.51,34.58,9972,159,20.68,98.36,14,15,601,4.77,47.95,5909,386,43.55,72.51,1,15,785,7.07,18.04,22938,1798,267,33,"Test,T20I,ODI",2022
Sreenath Aravind,,,Left hand Bat,Left arm Medium fast,8, ,,Player_653,Pakistan,03-11-1989,661,254,15.05,125.85,44,58,545,2.32,19.2,583,233,10.53,65.78,46,18,345,6.8,23.27,12393,313,45.06,103.36,6,34,300,5.06,27.04,13637,1190,419,28,"ODI,T20I",2018
Samuel Badree,,,Right hand Bat,Legbreak,341, ,,Player_654,England,03-04-1993,4644,369,53.45,51.46,1,73,608,4.9,36.22,12719,130,48.83,126.43,46,28,192,9.5,19.35,12806,344,16.11,119.57,35,61,110,6.91,36.69,30169,910,265,8,Test,2016
Andrew Barry McDonald,,,Right hand Bat,Right arm Fast medium,14278, ,,Player_655,England,10-11-1983,8503,265,44.09,70.72,30,38,168,8.61,47.46,3377,48,51.08,99.27,47,50,415,3.34,32.53,1941,96,53.71,127.4,12,80,79,8.51,37.05,13821,662,15,30,"Test,ODI,T20I",2010
Patrick James Cummins,,,Right hand Bat,Right arm Fast,184, ,,Player_656,Pakistan,30-07-2015,2920,148,15.65,121.32,2,14,680,7.61,48.99,6028,146,12.97,83.9,32,17,376,7.74,43.64,9757,16,12.98,54.29,19,3,651,2.21,42.87,18705,1707,91,6,Test,2015
Isuru Udana Tillakaratna,,,Right hand Bat,Left arm Medium fast,4078, ,,Player_657,Bangladesh,02-07-1992,9274,163,52.1,88.66,7,70,662,5.67,35.3,7694,315,40.55,64.69,42,57,462,8.04,42.69,4221,172,25.89,92.8,29,67,432,5.6,34.19,21189,1556,247,12,Test,2019
Murugan Ashwin,,,Right hand Bat,Legbreak Googly,1998, ,,Player_658,Australia,01-03-2011,11163,139,22.11,116.25,23,28,582,2.44,32.66,6196,1,28.91,105.22,26,43,755,2.71,47.42,7524,100,59.56,62.22,29,50,416,8.07,34.3,24883,1753,18,1,"Test,T20I",2017
Magina Thilan Thushara Mirando,,,Left hand Bat,Left arm Fast medium,13203, ,,Player_659,Bangladesh,18-04-1992,14025,346,33.91,84.7,14,2,514,5.42,48.24,7083,328,49.69,125.28,28,15,660,8.89,35.06,6543,185,31.12,93.12,10,88,213,6.37,41.21,27651,1387,359,32,ODI,2019
Damien Richard Martyn,,,Right hand Bat,Right arm Medium,14649, ,,Player_660,India,04-04-1984,8946,257,17.26,89.08,42,82,313,5.75,39.56,14855,144,53.72,78.2,36,64,145,8.5,21.2,6222,183,16.56,93.4,30,32,446,7.21,33.96,30023,904,389,49,"T20I,ODI",2007
Luteru Ross Poutoa Lote Taylor,,,Right hand Bat,Right arm Offbreak,11998, ,,Player_661,India,18-12-2019,12322,373,45.51,65.87,30,9,31,9.43,20.08,3401,365,52.55,71.88,4,1,477,2.27,36.84,8580,214,58.46,99.82,2,77,17,6.13,37.47,24303,525,387,6,"Test,T20I,ODI",2001
PM Sarvesh Kumar,,,Right hand Bat,Right arm Medium,12765, ,,Player_662,South Africa,15-03-1982,12732,268,43.34,75.82,8,91,286,7.13,32.9,13636,60,48.86,102.19,28,55,652,2.73,42.91,1558,250,59.21,139.28,1,23,53,9.93,46.73,27926,991,413,17,"ODI,Test,T20I",2016
Sikandar Raza Butt,,,Right hand Bat,Right arm Offbreak,8312, ,,Player_663,New Zealand,13-03-2016,6236,180,20.56,110.54,38,28,593,4.49,25.69,3185,272,23.45,65.53,31,78,407,2.39,20.99,14012,215,19.35,130.51,47,74,608,2.44,30.85,23433,1608,102,7,"ODI,T20I,Test",2010
Abdur Razzak,,,Left hand Bat,Slow Left arm Orthodox,12842, ,,Player_664,New Zealand,03-07-1983,6078,159,53.17,93.32,44,78,42,6.2,33.03,10386,48,50.59,116.66,5,27,285,4.68,23.53,2121,28,53.24,113.67,2,24,794,5.93,30.32,18585,1121,94,11,"ODI,Test,T20I",2013
Darshan Girish Nalkande,,,Right hand Bat,Right arm Fast medium,7005, ,,Player_665,England,15-06-2018,13518,350,30.07,127.43,1,34,616,2.53,32.57,14318,331,36.67,110.53,1,64,110,6.07,18.39,1028,101,29.52,138.54,14,27,745,2.73,18.11,28864,1471,429,42,"T20I,Test",2015
Jamaluddin Syed Mohammad,,,Left hand Bat,Slow Left arm Orthodox,16296, ,,Player_666,Sri Lanka,13-02-2016,352,399,24.63,135.26,7,5,0,9.78,36.63,5285,130,12.64,58.71,5,4,619,6.26,37,14230,122,29.07,117.85,16,6,239,3.28,37.63,19867,858,282,29,"Test,T20I",2014
Keemo Mandela Angus Paul,,,Right hand Bat,Right arm Fast medium,2745, ,,Player_667,Bangladesh,03-08-2016,9094,287,17.62,104.16,6,11,572,4.88,29.42,9354,42,32.85,53.65,45,21,792,4.14,46.38,11726,53,23.13,131.89,47,35,417,5.06,18.95,30174,1781,428,8,"ODI,T20I,Test",2014
Narangoda Liyanaarachchilage Thisara Chirantha Perera,,,Left hand Bat,Right arm Medium fast,14873, ,,Player_668,Ireland,24-05-1999,13643,287,23.31,125.83,43,37,269,5.82,23.26,6772,56,57.11,112.03,42,99,49,9.29,39.46,8273,282,12.24,106.38,6,9,485,3.24,34.13,28688,803,212,27,"ODI,Test,T20I",2002
Ayush Badoni,,,Right hand Bat,Right arm Offbreak,6727, ,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270,Player_669,Zimbabwe,22-05-1996,12080,379,11.1,80.69,38,76,179,4.84,34.12,8490,49,54.39,79.43,3,12,13,4.95,49.43,5656,101,23.4,102.52,47,35,443,9.71,43.74,26226,635,36,3,"Test,T20I,ODI",2006
Thomas Kevin Curran,,,Right hand Bat,Right arm Fast medium,1471, ,,Player_670,Afghanistan,21-05-1995,7005,225,39.16,91.5,41,92,735,7.46,44.57,3347,177,15.11,58.64,28,64,133,2.36,20.02,8967,116,12.69,122.41,4,94,565,9.57,35.6,19319,1433,392,38,"T20I,ODI",2011
Anirudh Singh,,,Left hand Bat,Right arm Medium,14454, ,,Player_671,West Indies,22-03-2012,14036,10,52.11,121.28,15,18,517,7.3,39.25,10131,292,47.21,125.94,24,15,587,4.4,46.9,3038,103,56.22,51.97,33,82,598,4.69,26.63,27205,1702,60,16,"Test,ODI,T20I",2021
Jagadeesha Suchith,,,Left hand Bat,Slow Left arm Orthodox,3793, ,,Player_672,New Zealand,16-05-2010,158,9,37.45,88.62,34,66,102,7.72,28.83,788,45,50.29,81.4,8,85,595,6.25,44.05,12565,44,43.09,119.04,32,17,772,7.12,43.16,13511,1469,290,10,"Test,T20I",2021
Shivam Pankaj Mavi,,,Right hand Bat,Right arm Fast medium,1581, ,,Player_673,Zimbabwe,19-10-1983,10169,270,20.96,108.85,29,7,9,4.15,47.94,4945,169,23.57,95.96,2,63,342,5.27,28.06,11079,113,54.33,143.45,44,5,747,6.27,26.63,26193,1098,361,1,T20I,2022
Christopher Austin Lynn,,,Right hand Bat,Slow Left arm Orthodox,57, ,,Player_674,West Indies,18-03-2017,956,272,11.68,68.54,9,7,582,4.53,47.19,14513,270,33.58,73.68,25,31,669,4.19,49.15,1878,342,45.86,121.39,15,91,122,8.52,41.46,17347,1373,302,22,"Test,T20I,ODI",2023
Venkatesh Rajasekaran Iyer,,,Left hand Bat,Right arm Medium,5986, ,,Player_675,Zimbabwe,07-04-2015,2071,182,20.73,109.98,37,83,89,3,24.7,2889,335,45.55,112.73,47,79,285,3.05,27.21,2271,30,16.56,53.68,36,6,419,7.02,37.53,7231,793,243,49,"Test,ODI",2002
David Paidikalva Vijaykumar,,,Right hand Bat,Right arm Medium,12369, ,,Player_676,South Africa,27-12-2009,8595,152,30.81,136.15,17,46,225,7.24,19.26,9569,138,31.95,80.15,42,50,313,8.55,46.46,1607,163,57.03,87.79,2,11,565,2,23.44,19771,1103,404,21,"ODI,Test",2018
Samuel William Billings,,,Right hand Bat, ,178,Wicketkeeper,,Player_677,West Indies,03-05-1987,12803,314,47.98,136.86,49,3,669,2.32,41.72,5273,246,15.64,146.8,26,78,605,9.97,46.18,3139,188,54.99,130.96,46,40,215,8.11,46.96,21215,1489,400,25,"ODI,T20I",2009
Yalaka Gnaneswara Rao,,,Right hand Bat,Right arm Medium,33963, ,,Player_678,Afghanistan,07-10-1985,10971,333,19.39,122.43,4,50,739,6.78,44.48,10141,147,45.29,120.29,35,57,296,4.64,42.25,605,292,27.4,145.86,47,62,419,7.97,24.42,21717,1454,310,11,ODI,2007
Oshane Romaine Thomas,,,Left hand Bat,Right arm Fast,3641, ,,Player_679,Zimbabwe,18-05-2002,9579,123,45.99,124.58,28,84,125,8.96,48.97,3272,229,55.58,63.67,31,45,605,5.05,36.03,14354,194,15.58,87.02,42,97,708,6.08,49.67,27205,1438,343,31,"Test,ODI,T20I",2015
Rishi Dhawan,,,Right hand Bat,Right arm Medium fast,7476, ,,Player_680,Pakistan,25-07-1991,3453,113,53.35,105.79,38,66,208,9.13,46.47,9069,279,42.62,91.67,0,51,568,6.94,21.84,4735,291,45.21,134.12,49,24,550,9.22,18.23,17257,1326,350,8,"T20I,ODI",2015
